ConfigID,R1A,R1B,R1C,R2A,R2B,R2C,R3A,R3B,R3C,R4A,R4B,R4C,SwitchStates,Status,Voltage_V,VoltageGroup,ConnectionClass,CellsInSeries,ActiveCells
#2213,1,0,1,0,0,1,0,1,0,0,0,1,101 001 010 001,valid,0,0 V (no output),none,0,""
#2214,0,1,1,0,0,1,0,1,0,0,0,1,011 001 010 001,short-circuit,0,Short Circuit,none,0,""
#2215,1,1,1,0,0,1,0,1,0,0,0,1,111 001 010 001,short-circuit,0,Short Circuit,none,0,""
#2216,0,0,0,1,0,1,0,1,0,0,0,1,000 101 010 001,valid,0,0 V (no output),none,0,""
#2217,1,0,0,1,0,1,0,1,0,0,0,1,100 101 010 001,valid,0,0 V (no output),none,0,""
#2218,0,1,0,1,0,1,0,1,0,0,0,1,010 101 010 001,valid,0,0 V (no output),none,0,""
#2219,1,1,0,1,0,1,0,1,0,0,0,1,110 101 010 001,short-circuit,0,Short Circuit,none,0,""
#2220,0,0,1,1,0,1,0,1,0,0,0,1,001 101 010 001,valid,0,0 V (no output),none,0,""
#2221,1,0,1,1,0,1,0,1,0,0,0,1,101 101 010 001,short-circuit,0,Short Circuit,none,0,""
#2222,0,1,1,1,0,1,0,1,0,0,0,1,011 101 010 001,short-circuit,0,Short Circuit,none,0,""
#2223,1,1,1,1,0,1,0,1,0,0,0,1,111 101 010 001,short-circuit,0,Short Circuit,none,0,""
#2224,0,0,0,0,1,1,0,1,0,0,0,1,000 011 010 001,short-circuit,0,Short Circuit,none,0,""
#2225,1,0,0,0,1,1,0,1,0,0,0,1,100 011 010 001,short-circuit,0,Short Circuit,none,0,""
#2226,0,1,0,0,1,1,0,1,0,0,0,1,010 011 010 001,short-circuit,0,Short Circuit,none,0,""
#2227,1,1,0,0,1,1,0,1,0,0,0,1,110 011 010 001,short-circuit,0,Short Circuit,none,0,""
#2228,0,0,1,0,1,1,0,1,0,0,0,1,001 011 010 001,short-circuit,0,Short Circuit,none,0,""
#2229,1,0,1,0,1,1,0,1,0,0,0,1,101 011 010 001,short-circuit,0,Short Circuit,none,0,""
#2230,0,1,1,0,1,1,0,1,0,0,0,1,011 011 010 001,short-circuit,0,Short Circuit,none,0,""
#2231,1,1,1,0,1,1,0,1,0,0,0,1,111 011 010 001,short-circuit,0,Short Circuit,none,0,""
#2232,0,0,0,1,1,1,0,1,0,0,0,1,000 111 010 001,short-circuit,0,Short Circuit,none,0,""
#2233,1,0,0,1,1,1,0,1,0,0,0,1,100 111 010 001,short-circuit,0,Short Circuit,none,0,""
#2234,0,1,0,1,1,1,0,1,0,0,0,1,010 111 010 001,short-circuit,0,Short Circuit,none,0,""
#2235,1,1,0,1,1,1,0,1,0,0,0,1,110 111 010 001,short-circuit,0,Short Circuit,none,0,""
#2236,0,0,1,1,1,1,0,1,0,0,0,1,001 111 010 001,short-circuit,0,Short Circuit,none,0,""
#2237,1,0,1,1,1,1,0,1,0,0,0,1,101 111 010 001,short-circuit,0,Short Circuit,none,0,""
#2238,0,1,1,1,1,1,0,1,0,0,0,1,011 111 010 001,short-circuit,0,Short Circuit,none,0,""
#2239,1,1,1,1,1,1,0,1,0,0,0,1,111 111 010 001,short-circuit,0,Short Circuit,none,0,""
#2240,0,0,0,0,0,0,1,1,0,0,0,1,000 000 110 001,valid,0,0 V (no output),none,0,""
#2241,1,0,0,0,0,0,1,1,0,0,0,1,100 000 110 001,valid,0,0 V (no output),none,0,""
#2242,0,1,0,0,0,0,1,1,0,0,0,1,010 000 110 001,valid,0,0 V (no output),none,0,""
#2243,1,1,0,0,0,0,1,1,0,0,0,1,110 000 110 001,valid,0,0 V (no output),none,0,""
#2244,0,0,1,0,0,0,1,1,0,0,0,1,001 000 110 001,valid,0,0 V (no output),none,0,""
#2245,1,0,1,0,0,0,1,1,0,0,0,1,101 000 110 001,valid,0,0 V (no output),none,0,""
#2246,0,1,1,0,0,0,1,1,0,0,0,1,011 000 110 001,valid,0,0 V (no output),none,0,""
#2247,1,1,1,0,0,0,1,1,0,0,0,1,111 000 110 001,valid,0,0 V (no output),none,0,""
#2248,0,0,0,1,0,0,1,1,0,0,0,1,000 100 110 001,valid,0,0 V (no output),none,0,""
#2249,1,0,0,1,0,0,1,1,0,0,0,1,100 100 110 001,valid,0,0 V (no output),none,0,""
#2250,0,1,0,1,0,0,1,1,0,0,0,1,010 100 110 001,valid,0,0 V (no output),none,0,""
#2251,1,1,0,1,0,0,1,1,0,0,0,1,110 100 110 001,valid,0,0 V (no output),none,0,""
#2252,0,0,1,1,0,0,1,1,0,0,0,1,001 100 110 001,valid,0,0 V (no output),none,0,""
#2253,1,0,1,1,0,0,1,1,0,0,0,1,101 100 110 001,short-circuit,0,Short Circuit,none,0,""
#2254,0,1,1,1,0,0,1,1,0,0,0,1,011 100 110 001,short-circuit,0,Short Circuit,none,0,""
#2255,1,1,1,1,0,0,1,1,0,0,0,1,111 100 110 001,short-circuit,0,Short Circuit,none,0,""
#2256,0,0,0,0,1,0,1,1,0,0,0,1,000 010 110 001,valid,0,0 V (no output),none,0,""
#2257,1,0,0,0,1,0,1,1,0,0,0,1,100 010 110 001,valid,0,0 V (no output),none,0,""
#2258,0,1,0,0,1,0,1,1,0,0,0,1,010 010 110 001,valid,0,0 V (no output),none,0,""
#2259,1,1,0,0,1,0,1,1,0,0,0,1,110 010 110 001,valid,0,0 V (no output),none,0,""
#2260,0,0,1,0,1,0,1,1,0,0,0,1,001 010 110 001,valid,0,0 V (no output),none,0,""
#2261,1,0,1,0,1,0,1,1,0,0,0,1,101 010 110 001,short-circuit,0,Short Circuit,none,0,""
#2262,0,1,1,0,1,0,1,1,0,0,0,1,011 010 110 001,short-circuit,0,Short Circuit,none,0,""
#2263,1,1,1,0,1,0,1,1,0,0,0,1,111 010 110 001,short-circuit,0,Short Circuit,none,0,""
#2264,0,0,0,1,1,0,1,1,0,0,0,1,000 110 110 001,valid,0,0 V (no output),none,0,""
#2265,1,0,0,1,1,0,1,1,0,0,0,1,100 110 110 001,valid,0,0 V (no output),none,0,""
#2266,0,1,0,1,1,0,1,1,0,0,0,1,010 110 110 001,valid,0,0 V (no output),none,0,""
#2267,1,1,0,1,1,0,1,1,0,0,0,1,110 110 110 001,valid,0,0 V (no output),none,0,""
#2268,0,0,1,1,1,0,1,1,0,0,0,1,001 110 110 001,valid,0,0 V (no output),none,0,""
#2269,1,0,1,1,1,0,1,1,0,0,0,1,101 110 110 001,short-circuit,0,Short Circuit,none,0,""
#2270,0,1,1,1,1,0,1,1,0,0,0,1,011 110 110 001,short-circuit,0,Short Circuit,none,0,""
#2271,1,1,1,1,1,0,1,1,0,0,0,1,111 110 110 001,short-circuit,0,Short Circuit,none,0,""
#2272,0,0,0,0,0,1,1,1,0,0,0,1,000 001 110 001,valid,0,0 V (no output),none,0,""
#2273,1,0,0,0,0,1,1,1,0,0,0,1,100 001 110 001,valid,0,0 V (no output),none,0,""
#2274,0,1,0,0,0,1,1,1,0,0,0,1,010 001 110 001,valid,0,0 V (no output),none,0,""
#2275,1,1,0,0,0,1,1,1,0,0,0,1,110 001 110 001,valid,0,0 V (no output),none,0,""
#2276,0,0,1,0,0,1,1,1,0,0,0,1,001 001 110 001,valid,0,0 V (no output),none,0,""
#2277,1,0,1,0,0,1,1,1,0,0,0,1,101 001 110 001,short-circuit,0,Short Circuit,none,0,""
#2278,0,1,1,0,0,1,1,1,0,0,0,1,011 001 110 001,short-circuit,0,Short Circuit,none,0,""
#2279,1,1,1,0,0,1,1,1,0,0,0,1,111 001 110 001,short-circuit,0,Short Circuit,none,0,""
#2280,0,0,0,1,0,1,1,1,0,0,0,1,000 101 110 001,short-circuit,0,Short Circuit,none,0,""
#2281,1,0,0,1,0,1,1,1,0,0,0,1,100 101 110 001,short-circuit,0,Short Circuit,none,0,""
#2282,0,1,0,1,0,1,1,1,0,0,0,1,010 101 110 001,short-circuit,0,Short Circuit,none,0,""
#2283,1,1,0,1,0,1,1,1,0,0,0,1,110 101 110 001,short-circuit,0,Short Circuit,none,0,""
#2284,0,0,1,1,0,1,1,1,0,0,0,1,001 101 110 001,short-circuit,0,Short Circuit,none,0,""
#2285,1,0,1,1,0,1,1,1,0,0,0,1,101 101 110 001,short-circuit,0,Short Circuit,none,0,""
#2286,0,1,1,1,0,1,1,1,0,0,0,1,011 101 110 001,short-circuit,0,Short Circuit,none,0,""
#2287,1,1,1,1,0,1,1,1,0,0,0,1,111 101 110 001,short-circuit,0,Short Circuit,none,0,""
#2288,0,0,0,0,1,1,1,1,0,0,0,1,000 011 110 001,short-circuit,0,Short Circuit,none,0,""
#2289,1,0,0,0,1,1,1,1,0,0,0,1,100 011 110 001,short-circuit,0,Short Circuit,none,0,""
#2290,0,1,0,0,1,1,1,1,0,0,0,1,010 011 110 001,short-circuit,0,Short Circuit,none,0,""
#2291,1,1,0,0,1,1,1,1,0,0,0,1,110 011 110 001,short-circuit,0,Short Circuit,none,0,""
#2292,0,0,1,0,1,1,1,1,0,0,0,1,001 011 110 001,short-circuit,0,Short Circuit,none,0,""
#2293,1,0,1,0,1,1,1,1,0,0,0,1,101 011 110 001,short-circuit,0,Short Circuit,none,0,""
#2294,0,1,1,0,1,1,1,1,0,0,0,1,011 011 110 001,short-circuit,0,Short Circuit,none,0,""
#2295,1,1,1,0,1,1,1,1,0,0,0,1,111 011 110 001,short-circuit,0,Short Circuit,none,0,""
#2296,0,0,0,1,1,1,1,1,0,0,0,1,000 111 110 001,short-circuit,0,Short Circuit,none,0,""
#2297,1,0,0,1,1,1,1,1,0,0,0,1,100 111 110 001,short-circuit,0,Short Circuit,none,0,""
#2298,0,1,0,1,1,1,1,1,0,0,0,1,010 111 110 001,short-circuit,0,Short Circuit,none,0,""
#2299,1,1,0,1,1,1,1,1,0,0,0,1,110 111 110 001,short-circuit,0,Short Circuit,none,0,""
#2300,0,0,1,1,1,1,1,1,0,0,0,1,001 111 110 001,short-circuit,0,Short Circuit,none,0,""
#2301,1,0,1,1,1,1,1,1,0,0,0,1,101 111 110 001,short-circuit,0,Short Circuit,none,0,""
#2302,0,1,1,1,1,1,1,1,0,0,0,1,011 111 110 001,short-circuit,0,Short Circuit,none,0,""
#2303,1,1,1,1,1,1,1,1,0,0,0,1,111 111 110 001,short-circuit,0,Short Circuit,none,0,""
#2304,0,0,0,0,0,0,0,0,1,0,0,1,000 000 001 001,valid,0,0 V (no output),none,0,""
#2305,1,0,0,0,0,0,0,0,1,0,0,1,100 000 001 001,valid,0,0 V (no output),none,0,""
#2306,0,1,0,0,0,0,0,0,1,0,0,1,010 000 001 001,valid,0,0 V (no output),none,0,""
#2307,1,1,0,0,0,0,0,0,1,0,0,1,110 000 001 001,valid,0,0 V (no output),none,0,""
#2308,0,0,1,0,0,0,0,0,1,0,0,1,001 000 001 001,valid,0,0 V (no output),none,0,""
#2309,1,0,1,0,0,0,0,0,1,0,0,1,101 000 001 001,valid,0,0 V (no output),none,0,""
#2310,0,1,1,0,0,0,0,0,1,0,0,1,011 000 001 001,valid,0,0 V (no output),none,0,""
#2311,1,1,1,0,0,0,0,0,1,0,0,1,111 000 001 001,valid,0,0 V (no output),none,0,""
#2312,0,0,0,1,0,0,0,0,1,0,0,1,000 100 001 001,valid,0,0 V (no output),none,0,""
#2313,1,0,0,1,0,0,0,0,1,0,0,1,100 100 001 001,valid,0,0 V (no output),none,0,""
#2314,0,1,0,1,0,0,0,0,1,0,0,1,010 100 001 001,valid,0,0 V (no output),none,0,""
#2315,1,1,0,1,0,0,0,0,1,0,0,1,110 100 001 001,valid,0,0 V (no output),none,0,""
#2316,0,0,1,1,0,0,0,0,1,0,0,1,001 100 001 001,valid,0,0 V (no output),none,0,""
#2317,1,0,1,1,0,0,0,0,1,0,0,1,101 100 001 001,short-circuit,0,Short Circuit,none,0,""
#2318,0,1,1,1,0,0,0,0,1,0,0,1,011 100 001 001,valid,0,0 V (no output),none,0,""
#2319,1,1,1,1,0,0,0,0,1,0,0,1,111 100 001 001,short-circuit,0,Short Circuit,none,0,""
#2320,0,0,0,0,1,0,0,0,1,0,0,1,000 010 001 001,valid,0,0 V (no output),none,0,""
#2321,1,0,0,0,1,0,0,0,1,0,0,1,100 010 001 001,valid,0,0 V (no output),none,0,""
#2322,0,1,0,0,1,0,0,0,1,0,0,1,010 010 001 001,valid,0,0 V (no output),none,0,""
#2323,1,1,0,0,1,0,0,0,1,0,0,1,110 010 001 001,valid,0,0 V (no output),none,0,""
#2324,0,0,1,0,1,0,0,0,1,0,0,1,001 010 001 001,valid,0,0 V (no output),none,0,""
#2325,1,0,1,0,1,0,0,0,1,0,0,1,101 010 001 001,valid,0,0 V (no output),none,0,""
#2326,0,1,1,0,1,0,0,0,1,0,0,1,011 010 001 001,short-circuit,0,Short Circuit,none,0,""
#2327,1,1,1,0,1,0,0,0,1,0,0,1,111 010 001 001,short-circuit,0,Short Circuit,none,0,""
#2328,0,0,0,1,1,0,0,0,1,0,0,1,000 110 001 001,valid,0,0 V (no output),none,0,""
#2329,1,0,0,1,1,0,0,0,1,0,0,1,100 110 001 001,valid,0,0 V (no output),none,0,""
#2330,0,1,0,1,1,0,0,0,1,0,0,1,010 110 001 001,valid,0,0 V (no output),none,0,""
#2331,1,1,0,1,1,0,0,0,1,0,0,1,110 110 001 001,valid,0,0 V (no output),none,0,""
#2332,0,0,1,1,1,0,0,0,1,0,0,1,001 110 001 001,valid,0,0 V (no output),none,0,""
#2333,1,0,1,1,1,0,0,0,1,0,0,1,101 110 001 001,short-circuit,0,Short Circuit,none,0,""
#2334,0,1,1,1,1,0,0,0,1,0,0,1,011 110 001 001,short-circuit,0,Short Circuit,none,0,""
#2335,1,1,1,1,1,0,0,0,1,0,0,1,111 110 001 001,short-circuit,0,Short Circuit,none,0,""
#2336,0,0,0,0,0,1,0,0,1,0,0,1,000 001 001 001,valid,0,0 V (no output),none,0,""
#2337,1,0,0,0,0,1,0,0,1,0,0,1,100 001 001 001,valid,0,0 V (no output),none,0,""
#2338,0,1,0,0,0,1,0,0,1,0,0,1,010 001 001 001,valid,0,0 V (no output),none,0,""
#2339,1,1,0,0,0,1,0,0,1,0,0,1,110 001 001 001,valid,0,0 V (no output),none,0,""
#2340,0,0,1,0,0,1,0,0,1,0,0,1,001 001 001 001,valid,0,0 V (no output),none,0,""
#2341,1,0,1,0,0,1,0,0,1,0,0,1,101 001 001 001,valid,16,16 V,series,4,"1 2 3 4"
#2342,0,1,1,0,0,1,0,0,1,0,0,1,011 001 001 001,valid,0,0 V (no output),none,0,""
#2343,1,1,1,0,0,1,0,0,1,0,0,1,111 001 001 001,valid,16,16 V,series,4,"1 2 3 4"
#2344,0,0,0,1,0,1,0,0,1,0,0,1,000 101 001 001,valid,12,12 V,series,3,"2 3 4"
#2345,1,0,0,1,0,1,0,0,1,0,0,1,100 101 001 001,valid,12,12 V,series,3,"2 3 4"
#2346,0,1,0,1,0,1,0,0,1,0,0,1,010 101 001 001,valid,12,12 V,series,3,"2 3 4"
#2347,1,1,0,1,0,1,0,0,1,0,0,1,110 101 001 001,valid,12,12 V,series,3,"2 3 4"
#2348,0,0,1,1,0,1,0,0,1,0,0,1,001 101 001 001,valid,12,12 V,series,3,"2 3 4"
#2349,1,0,1,1,0,1,0,0,1,0,0,1,101 101 001 001,short-circuit,0,Short Circuit,none,0,""
#2350,0,1,1,1,0,1,0,0,1,0,0,1,011 101 001 001,valid,12,12 V,series,3,"2 3 4"
#2351,1,1,1,1,0,1,0,0,1,0,0,1,111 101 001 001,short-circuit,0,Short Circuit,none,0,""
#2352,0,0,0,0,1,1,0,0,1,0,0,1,000 011 001 001,valid,0,0 V (no output),none,0,""
#2353,1,0,0,0,1,1,0,0,1,0,0,1,100 011 001 001,valid,0,0 V (no output),none,0,""
#2354,0,1,0,0,1,1,0,0,1,0,0,1,010 011 001 001,valid,0,0 V (no output),none,0,""
#2355,1,1,0,0,1,1,0,0,1,0,0,1,110 011 001 001,valid,12,12 V,series,3,"1 3 4"
#2356,0,0,1,0,1,1,0,0,1,0,0,1,001 011 001 001,valid,0,0 V (no output),none,0,""
#2357,1,0,1,0,1,1,0,0,1,0,0,1,101 011 001 001,valid,16,16 V,series,4,"1 2 3 4"
#2358,0,1,1,0,1,1,0,0,1,0,0,1,011 011 001 001,short-circuit,0,Short Circuit,none,0,""
#2359,1,1,1,0,1,1,0,0,1,0,0,1,111 011 001 001,short-circuit,0,Short Circuit,none,0,""
#2360,0,0,0,1,1,1,0,0,1,0,0,1,000 111 001 001,valid,12,12 V,series,3,"2 3 4"
#2361,1,0,0,1,1,1,0,0,1,0,0,1,100 111 001 001,valid,12,12 V,series,3,"2 3 4"
#2362,0,1,0,1,1,1,0,0,1,0,0,1,010 111 001 001,valid,12,12 V,series,3,"2 3 4"
#2363,1,1,0,1,1,1,0,0,1,0,0,1,110 111 001 001,valid,12,12 V,both,3,"1 2 3 4"
#2364,0,0,1,1,1,1,0,0,1,0,0,1,001 111 001 001,valid,12,12 V,series,3,"2 3 4"
#2365,1,0,1,1,1,1,0,0,1,0,0,1,101 111 001 001,short-circuit,0,Short Circuit,none,0,""
#2366,0,1,1,1,1,1,0,0,1,0,0,1,011 111 001 001,short-circuit,0,Short Circuit,none,0,""
#2367,1,1,1,1,1,1,0,0,1,0,0,1,111 111 001 001,short-circuit,0,Short Circuit,none,0,""
#2368,0,0,0,0,0,0,1,0,1,0,0,1,000 000 101 001,valid,8,8 V,series,2,"3 4"
#2369,1,0,0,0,0,0,1,0,1,0,0,1,100 000 101 001,valid,8,8 V,series,2,"3 4"
#2370,0,1,0,0,0,0,1,0,1,0,0,1,010 000 101 001,valid,8,8 V,series,2,"3 4"
#2371,1,1,0,0,0,0,1,0,1,0,0,1,110 000 101 001,valid,8,8 V,series,2,"3 4"
#2372,0,0,1,0,0,0,1,0,1,0,0,1,001 000 101 001,valid,8,8 V,series,2,"3 4"
#2373,1,0,1,0,0,0,1,0,1,0,0,1,101 000 101 001,valid,8,8 V,series,2,"3 4"
#2374,0,1,1,0,0,0,1,0,1,0,0,1,011 000 101 001,valid,8,8 V,series,2,"3 4"
#2375,1,1,1,0,0,0,1,0,1,0,0,1,111 000 101 001,valid,8,8 V,series,2,"3 4"
#2376,0,0,0,1,0,0,1,0,1,0,0,1,000 100 101 001,valid,8,8 V,series,2,"3 4"
#2377,1,0,0,1,0,0,1,0,1,0,0,1,100 100 101 001,valid,8,8 V,series,2,"3 4"
#2378,0,1,0,1,0,0,1,0,1,0,0,1,010 100 101 001,valid,8,8 V,series,2,"3 4"
#2379,1,1,0,1,0,0,1,0,1,0,0,1,110 100 101 001,valid,8,8 V,series,2,"3 4"
#2380,0,0,1,1,0,0,1,0,1,0,0,1,001 100 101 001,valid,8,8 V,series,2,"3 4"
#2381,1,0,1,1,0,0,1,0,1,0,0,1,101 100 101 001,short-circuit,0,Short Circuit,none,0,""
#2382,0,1,1,1,0,0,1,0,1,0,0,1,011 100 101 001,valid,8,8 V,series,2,"3 4"
#2383,1,1,1,1,0,0,1,0,1,0,0,1,111 100 101 001,short-circuit,0,Short Circuit,none,0,""
#2384,0,0,0,0,1,0,1,0,1,0,0,1,000 010 101 001,valid,8,8 V,series,2,"3 4"
#2385,1,0,0,0,1,0,1,0,1,0,0,1,100 010 101 001,valid,8,8 V,series,2,"3 4"
#2386,0,1,0,0,1,0,1,0,1,0,0,1,010 010 101 001,valid,8,8 V,series,2,"3 4"
#2387,1,1,0,0,1,0,1,0,1,0,0,1,110 010 101 001,valid,8,8 V,series,2,"3 4"
#2388,0,0,1,0,1,0,1,0,1,0,0,1,001 010 101 001,valid,8,8 V,series,2,"3 4"
#2389,1,0,1,0,1,0,1,0,1,0,0,1,101 010 101 001,valid,8,8 V,series,2,"3 4"
#2390,0,1,1,0,1,0,1,0,1,0,0,1,011 010 101 001,short-circuit,0,Short Circuit,none,0,""
#2391,1,1,1,0,1,0,1,0,1,0,0,1,111 010 101 001,short-circuit,0,Short Circuit,none,0,""
#2392,0,0,0,1,1,0,1,0,1,0,0,1,000 110 101 001,valid,8,8 V,series,2,"3 4"
#2393,1,0,0,1,1,0,1,0,1,0,0,1,100 110 101 001,valid,8,8 V,series,2,"3 4"
#2394,0,1,0,1,1,0,1,0,1,0,0,1,010 110 101 001,valid,8,8 V,series,2,"3 4"
#2395,1,1,0,1,1,0,1,0,1,0,0,1,110 110 101 001,valid,8,8 V,series,2,"3 4"
#2396,0,0,1,1,1,0,1,0,1,0,0,1,001 110 101 001,valid,8,8 V,series,2,"3 4"
#2397,1,0,1,1,1,0,1,0,1,0,0,1,101 110 101 001,short-circuit,0,Short Circuit,none,0,""
#2398,0,1,1,1,1,0,1,0,1,0,0,1,011 110 101 001,short-circuit,0,Short Circuit,none,0,""
#2399,1,1,1,1,1,0,1,0,1,0,0,1,111 110 101 001,short-circuit,0,Short Circuit,none,0,""
#2400,0,0,0,0,0,1,1,0,1,0,0,1,000 001 101 001,valid,8,8 V,series,2,"3 4"
#2401,1,0,0,0,0,1,1,0,1,0,0,1,100 001 101 001,valid,8,8 V,series,2,"3 4"
#2402,0,1,0,0,0,1,1,0,1,0,0,1,010 001 101 001,valid,8,8 V,series,2,"3 4"
#2403,1,1,0,0,0,1,1,0,1,0,0,1,110 001 101 001,valid,8,8 V,series,2,"3 4"
#2404,0,0,1,0,0,1,1,0,1,0,0,1,001 001 101 001,valid,8,8 V,series,2,"3 4"
#2405,1,0,1,0,0,1,1,0,1,0,0,1,101 001 101 001,short-circuit,0,Short Circuit,none,0,""
#2406,0,1,1,0,0,1,1,0,1,0,0,1,011 001 101 001,valid,8,8 V,series,2,"3 4"
#2407,1,1,1,0,0,1,1,0,1,0,0,1,111 001 101 001,short-circuit,0,Short Circuit,none,0,""
#2408,0,0,0,1,0,1,1,0,1,0,0,1,000 101 101 001,short-circuit,0,Short Circuit,none,0,""
#2409,1,0,0,1,0,1,1,0,1,0,0,1,100 101 101 001,short-circuit,0,Short Circuit,none,0,""
#2410,0,1,0,1,0,1,1,0,1,0,0,1,010 101 101 001,short-circuit,0,Short Circuit,none,0,""
#2411,1,1,0,1,0,1,1,0,1,0,0,1,110 101 101 001,short-circuit,0,Short Circuit,none,0,""
#2412,0,0,1,1,0,1,1,0,1,0,0,1,001 101 101 001,short-circuit,0,Short Circuit,none,0,""
#2413,1,0,1,1,0,1,1,0,1,0,0,1,101 101 101 001,short-circuit,0,Short Circuit,none,0,""
#2414,0,1,1,1,0,1,1,0,1,0,0,1,011 101 101 001,short-circuit,0,Short Circuit,none,0,""
#2415,1,1,1,1,0,1,1,0,1,0,0,1,111 101 101 001,short-circuit,0,Short Circuit,none,0,""
#2416,0,0,0,0,1,1,1,0,1,0,0,1,000 011 101 001,valid,8,8 V,series,2,"3 4"
#2417,1,0,0,0,1,1,1,0,1,0,0,1,100 011 101 001,valid,8,8 V,series,2,"3 4"
#2418,0,1,0,0,1,1,1,0,1,0,0,1,010 011 101 001,valid,8,8 V,series,2,"3 4"
#2419,1,1,0,0,1,1,1,0,1,0,0,1,110 011 101 001,short-circuit,0,Short Circuit,none,0,""
#2420,0,0,1,0,1,1,1,0,1,0,0,1,001 011 101 001,valid,8,8 V,series,2,"3 4"
#2421,1,0,1,0,1,1,1,0,1,0,0,1,101 011 101 001,short-circuit,0,Short Circuit,none,0,""
#2422,0,1,1,0,1,1,1,0,1,0,0,1,011 011 101 001,short-circuit,0,Short Circuit,none,0,""
#2423,1,1,1,0,1,1,1,0,1,0,0,1,111 011 101 001,short-circuit,0,Short Circuit,none,0,""
#2424,0,0,0,1,1,1,1,0,1,0,0,1,000 111 101 001,short-circuit,0,Short Circuit,none,0,""
#2425,1,0,0,1,1,1,1,0,1,0,0,1,100 111 101 001,short-circuit,0,Short Circuit,none,0,""
#2426,0,1,0,1,1,1,1,0,1,0,0,1,010 111 101 001,short-circuit,0,Short Circuit,none,0,""
#2427,1,1,0,1,1,1,1,0,1,0,0,1,110 111 101 001,short-circuit,0,Short Circuit,none,0,""
#2428,0,0,1,1,1,1,1,0,1,0,0,1,001 111 101 001,short-circuit,0,Short Circuit,none,0,""
#2429,1,0,1,1,1,1,1,0,1,0,0,1,101 111 101 001,short-circuit,0,Short Circuit,none,0,""
#2430,0,1,1,1,1,1,1,0,1,0,0,1,011 111 101 001,short-circuit,0,Short Circuit,none,0,""
#2431,1,1,1,1,1,1,1,0,1,0,0,1,111 111 101 001,short-circuit,0,Short Circuit,none,0,""
#2432,0,0,0,0,0,0,0,1,1,0,0,1,000 000 011 001,valid,0,0 V (no output),none,0,""
#2433,1,0,0,0,0,0,0,1,1,0,0,1,100 000 011 001,valid,0,0 V (no output),none,0,""
#2434,0,1,0,0,0,0,0,1,1,0,0,1,010 000 011 001,valid,0,0 V (no output),none,0,""
#2435,1,1,0,0,0,0,0,1,1,0,0,1,110 000 011 001,valid,8,8 V,series,2,"1 4"
#2436,0,0,1,0,0,0,0,1,1,0,0,1,001 000 011 001,valid,0,0 V (no output),none,0,""
#2437,1,0,1,0,0,0,0,1,1,0,0,1,101 000 011 001,valid,0,0 V (no output),none,0,""
#2438,0,1,1,0,0,0,0,1,1,0,0,1,011 000 011 001,valid,0,0 V (no output),none,0,""
#2439,1,1,1,0,0,0,0,1,1,0,0,1,111 000 011 001,valid,8,8 V,series,2,"1 4"
#2440,0,0,0,1,0,0,0,1,1,0,0,1,000 100 011 001,valid,0,0 V (no output),none,0,""
#2441,1,0,0,1,0,0,0,1,1,0,0,1,100 100 011 001,valid,0,0 V (no output),none,0,""
#2442,0,1,0,1,0,0,0,1,1,0,0,1,010 100 011 001,valid,0,0 V (no output),none,0,""
#2443,1,1,0,1,0,0,0,1,1,0,0,1,110 100 011 001,valid,8,8 V,series,2,"1 4"
#2444,0,0,1,1,0,0,0,1,1,0,0,1,001 100 011 001,valid,0,0 V (no output),none,0,""
#2445,1,0,1,1,0,0,0,1,1,0,0,1,101 100 011 001,short-circuit,0,Short Circuit,none,0,""
#2446,0,1,1,1,0,0,0,1,1,0,0,1,011 100 011 001,valid,4,4 V,series,1,"4"
#2447,1,1,1,1,0,0,0,1,1,0,0,1,111 100 011 001,short-circuit,0,Short Circuit,none,0,""
#2448,0,0,0,0,1,0,0,1,1,0,0,1,000 010 011 001,valid,0,0 V (no output),none,0,""
#2449,1,0,0,0,1,0,0,1,1,0,0,1,100 010 011 001,valid,0,0 V (no output),none,0,""
#2450,0,1,0,0,1,0,0,1,1,0,0,1,010 010 011 001,valid,0,0 V (no output),none,0,""
#2451,1,1,0,0,1,0,0,1,1,0,0,1,110 010 011 001,valid,8,8 V,series,2,"1 4"
#2452,0,0,1,0,1,0,0,1,1,0,0,1,001 010 011 001,valid,0,0 V (no output),none,0,""
#2453,1,0,1,0,1,0,0,1,1,0,0,1,101 010 011 001,valid,12,12 V,series,3,"1 2 4"
#2454,0,1,1,0,1,0,0,1,1,0,0,1,011 010 011 001,short-circuit,0,Short Circuit,none,0,""
#2455,1,1,1,0,1,0,0,1,1,0,0,1,111 010 011 001,short-circuit,0,Short Circuit,none,0,""
#2456,0,0,0,1,1,0,0,1,1,0,0,1,000 110 011 001,valid,8,8 V,series,2,"2 4"
#2457,1,0,0,1,1,0,0,1,1,0,0,1,100 110 011 001,valid,8,8 V,series,2,"2 4"
#2458,0,1,0,1,1,0,0,1,1,0,0,1,010 110 011 001,valid,8,8 V,series,2,"2 4"
#2459,1,1,0,1,1,0,0,1,1,0,0,1,110 110 011 001,valid,8,8 V,both,2,"1 2 4"
#2460,0,0,1,1,1,0,0,1,1,0,0,1,001 110 011 001,valid,8,8 V,series,2,"2 4"
#2461,1,0,1,1,1,0,0,1,1,0,0,1,101 110 011 001,short-circuit,0,Short Circuit,none,0,""
